quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0.2511236011669613,ENSG00000187037=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000182492=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000180185=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000169402=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000167553=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000160345=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000135119=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000120509=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000117650=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
0.2511236011669613,ENSG00000103253=='1.0',56,222,56,111,166,0.25225225225225223,0.7477477477477478,0.5045045045045045,0.4954954954954955,1.0,0.3313253012048193,0.5,2.0
